epoch,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
199,0.83476,0.56473,0.98907,0.73254,0.54377,0.56502,0.37042,1.1645,1.0029,1.1334,0.003466,0.003466,0.003466
200,0.82392,0.56509,0.97879,0.69772,0.58327,0.57678,0.36123,1.1788,1.0119,1.1404,0.003433,0.003433,0.003433
201,0.81874,0.54188,0.96389,0.51531,0.62954,0.57895,0.36279,1.1584,1.0198,1.1312,0.0034,0.0034,0.0034
202,0.79751,0.53656,0.97389,0.52253,0.63144,0.58072,0.3695,1.1584,1.0162,1.1364,0.003367,0.003367,0.003367
203,0.78477,0.54166,0.96151,0.72502,0.58534,0.59792,0.38762,1.1373,1.0006,1.118,0.003334,0.003334,0.003334
204,0.76849,0.55193,0.98165,0.74226,0.61181,0.61006,0.39501,1.1115,0.92818,1.0997,0.003301,0.003301,0.003301
205,0.78837,0.5378,0.98007,0.75693,0.65091,0.62013,0.41006,1.1117,0.90137,1.1029,0.003268,0.003268,0.003268
206,0.82926,0.53814,0.97,0.78118,0.63517,0.62785,0.40974,1.1121,0.89372,1.1036,0.003235,0.003235,0.003235
207,0.82758,0.5439,0.97263,0.7952,0.59872,0.62487,0.40697,1.1138,0.90666,1.1163,0.003202,0.003202,0.003202
208,0.81675,0.54857,0.96028,0.78618,0.6388,0.62828,0.40663,1.1006,0.92533,1.1186,0.003169,0.003169,0.003169
209,0.77538,0.53857,0.96282,0.7955,0.62397,0.62881,0.41934,1.099,0.90628,1.109,0.003136,0.003136,0.003136
210,0.75937,0.5261,0.97074,0.78063,0.6322,0.62557,0.42321,1.0851,0.90941,1.1077,0.003103,0.003103,0.003103
211,0.77769,0.5416,0.98723,0.76233,0.63293,0.62681,0.42519,1.0923,0.94843,1.11,0.00307,0.00307,0.00307
212,0.79634,0.54864,0.95869,0.78167,0.62262,0.62514,0.42049,1.0831,0.94637,1.1046,0.003037,0.003037,0.003037
213,0.79017,0.52427,0.98512,0.79587,0.62854,0.62294,0.4207,1.0872,0.94708,1.1055,0.003004,0.003004,0.003004
214,0.77443,0.53103,0.95634,0.7939,0.61601,0.62194,0.41843,1.0819,0.96133,1.1099,0.002971,0.002971,0.002971
215,0.7961,0.54816,0.96953,0.7641,0.64853,0.61855,0.41978,1.0847,0.98747,1.106,0.002938,0.002938,0.002938
216,0.83465,0.5258,0.95886,0.75898,0.64803,0.61489,0.40865,1.0991,0.98819,1.1089,0.002905,0.002905,0.002905
217,0.82571,0.55598,0.9668,0.75105,0.64793,0.61028,0.40552,1.092,0.97627,1.107,0.002872,0.002872,0.002872
218,0.74604,0.53683,0.97991,0.73683,0.65414,0.6013,0.39327,1.1117,0.95068,1.1164,0.002839,0.002839,0.002839
219,0.77767,0.52979,0.95653,0.72935,0.58526,0.57022,0.3845,1.1148,0.99022,1.1189,0.002806,0.002806,0.002806
220,0.77392,0.51795,0.97103,0.75024,0.56473,0.57538,0.39443,1.1025,1.0259,1.1141,0.002773,0.002773,0.002773
221,0.79507,0.52115,0.96473,0.72773,0.58748,0.56862,0.37962,1.1146,1.0218,1.1234,0.00274,0.00274,0.00274
222,0.77367,0.52273,0.95619,0.7177,0.57098,0.57271,0.38399,1.1012,0.97858,1.1182,0.002707,0.002707,0.002707
223,0.77297,0.51484,0.95941,0.79136,0.56787,0.6092,0.41091,1.0633,0.95666,1.0951,0.002674,0.002674,0.002674
224,0.76867,0.5195,0.96792,0.80945,0.58461,0.61846,0.41178,1.0672,0.93309,1.0924,0.002641,0.002641,0.002641
225,0.76565,0.53292,0.97034,0.80827,0.58742,0.61859,0.41401,1.061,0.93252,1.0894,0.002608,0.002608,0.002608
226,0.7817,0.52807,0.94589,0.83027,0.56936,0.6208,0.41859,1.0556,0.90446,1.086,0.002575,0.002575,0.002575
227,0.81407,0.52315,0.95081,0.76932,0.61023,0.61051,0.40783,1.0744,0.90521,1.0918,0.002542,0.002542,0.002542
228,0.77815,0.52321,0.96174,0.76149,0.59054,0.59571,0.40536,1.0855,0.92193,1.1005,0.002509,0.002509,0.002509
229,0.77375,0.52031,0.94859,0.75841,0.57753,0.59796,0.41441,1.0931,0.91584,1.105,0.002476,0.002476,0.002476
230,0.77917,0.52055,0.95236,0.77404,0.56655,0.60013,0.40558,1.1032,0.92186,1.1107,0.002443,0.002443,0.002443
231,0.75464,0.50005,0.95134,0.73554,0.58622,0.60511,0.41454,1.1295,0.91736,1.1238,0.00241,0.00241,0.00241
232,0.75006,0.51616,0.94709,0.80009,0.54429,0.60966,0.41028,1.121,0.91506,1.1195,0.002377,0.002377,0.002377
233,0.72459,0.49571,0.93655,0.82761,0.52455,0.60501,0.40048,1.1259,0.93157,1.1209,0.002344,0.002344,0.002344
234,0.76661,0.508,0.95426,0.80962,0.53057,0.6002,0.39641,1.117,0.94877,1.1186,0.002311,0.002311,0.002311
235,0.74719,0.51634,0.96273,0.78111,0.58683,0.60386,0.38093,1.1053,0.96591,1.1098,0.002278,0.002278,0.002278
