                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     74,                0.86418,                0.48091,                0.96302,                0.96195,                0.97628,                0.98344,                0.67934,                  1.147,                0.48751,                 1.1465,               0.007591,               0.007591,               0.007591
                     75,                0.88182,                0.49172,                0.97977,                0.96995,                0.96536,                 0.9881,                 0.6919,                 1.1851,                 0.4828,                  1.151,               0.007558,               0.007558,               0.007558
                     76,                0.88047,                0.48737,                0.97277,                0.96261,                0.96163,                0.98876,                0.69908,                 1.1085,                0.47826,                 1.1373,               0.007525,               0.007525,               0.007525
                     77,                0.87295,                0.48086,                0.96592,                0.96504,                0.96205,                0.98607,                 0.6955,                 1.1098,                0.49067,                 1.1438,               0.007492,               0.007492,               0.007492
                     78,                 0.8823,                0.47447,                0.95959,                0.94752,                0.97109,                0.98108,                0.67442,                 1.1433,                 0.4907,                 1.1417,               0.007459,               0.007459,               0.007459
                     79,                0.85184,                0.45904,                0.97161,                  0.965,                0.96127,                0.98765,                0.69502,                 1.1185,                0.48293,                 1.1347,               0.007426,               0.007426,               0.007426
                     80,                0.87105,                 0.4663,                0.97432,                0.96397,                 0.9571,                 0.9851,                0.68995,                 1.1217,                0.48124,                 1.1404,               0.007393,               0.007393,               0.007393
                     81,                0.85578,                0.47942,                0.97329,                0.95697,                 0.9516,                0.98615,                 0.6938,                 1.1393,                0.50246,                 1.1329,                0.00736,                0.00736,                0.00736
                     82,                0.86454,                0.47813,                0.96608,                0.95129,                0.96655,                0.98311,                0.68957,                  1.126,                0.48391,                 1.1399,               0.007327,               0.007327,               0.007327
                     83,                0.86592,                0.48198,                0.96049,                0.96371,                0.96435,                0.98684,                0.69325,                 1.1203,                0.47639,                 1.1452,               0.007294,               0.007294,               0.007294
                     84,                0.84891,                0.47008,                0.96224,                0.96459,                0.93964,                0.98335,                0.69357,                 1.1434,                0.47797,                 1.1421,               0.007261,               0.007261,               0.007261
                     85,                0.85144,                0.45568,                0.96199,                0.97233,                0.97095,                0.98554,                0.69926,                 1.1362,                0.47035,                 1.1455,               0.007228,               0.007228,               0.007228
                     86,                0.84551,                0.45966,                0.96687,                0.97575,                0.96678,                0.98818,                0.70099,                 1.1365,                0.47149,                 1.1436,               0.007195,               0.007195,               0.007195
                     87,                0.83355,                 0.4624,                0.95994,                0.94562,                0.95748,                0.97825,                0.68854,                 1.1408,                0.48618,                 1.1369,               0.007162,               0.007162,               0.007162
                     88,                0.83358,                0.46032,                0.95225,                0.95305,                0.96488,                0.98573,                0.68387,                 1.1235,                 0.4733,                 1.1403,               0.007129,               0.007129,               0.007129
                     89,                0.82556,                0.45727,                0.95328,                0.95251,                0.95636,                0.97631,                0.68737,                 1.1368,                0.49173,                 1.1418,               0.007096,               0.007096,               0.007096
                     90,                0.82013,                 0.4517,                0.95122,                0.95816,                0.96041,                0.98229,                0.69236,                 1.1218,                0.48019,                 1.1475,               0.007063,               0.007063,               0.007063
                     91,                 0.8389,                0.46147,                0.94857,                0.96436,                 0.9634,                0.98703,                0.70299,                 1.1276,                0.47379,                 1.1559,                0.00703,                0.00703,                0.00703
                     92,                0.82592,                0.45004,                0.94803,                0.96607,                0.97652,                0.98825,                0.69971,                 1.1273,                0.46592,                 1.1561,               0.006997,               0.006997,               0.006997
                     93,                 0.8351,                0.44993,                 0.9591,                0.95364,                0.97477,                0.98854,                0.69356,                 1.1375,                0.47272,                 1.1455,               0.006964,               0.006964,               0.006964
                     94,                0.82389,                0.46146,                0.95629,                0.96666,                0.95835,                0.98802,                0.68952,                 1.1566,                0.47682,                 1.1481,               0.006931,               0.006931,               0.006931
                     95,                0.83377,                0.45858,                0.96023,                0.96533,                0.97175,                0.98815,                0.68835,                 1.1486,                0.46837,                 1.1567,               0.006898,               0.006898,               0.006898
                     96,                0.81354,                0.44209,                 0.9477,                0.96563,                0.97322,                0.98973,                0.69657,                 1.1194,                0.46545,                  1.138,               0.006865,               0.006865,               0.006865
                     97,                0.83182,                0.45954,                0.94844,                0.97032,                0.96659,                0.98859,                 0.7028,                 1.1559,                 0.4674,                 1.1531,               0.006832,               0.006832,               0.006832
                     98,                0.80136,                 0.4402,                0.94581,                0.96704,                0.97344,                0.98858,                0.69903,                 1.1429,                0.45748,                 1.1548,               0.006799,               0.006799,               0.006799
                     99,                 0.7978,                  0.429,                0.94776,                0.96944,                0.96901,                 0.9866,                0.70134,                 1.1412,                0.46878,                 1.1471,               0.006766,               0.006766,               0.006766
                    100,                0.81046,                0.44922,                0.94533,                0.96313,                0.97037,                0.98817,                0.70681,                 1.1401,                 0.4604,                 1.1518,               0.006733,               0.006733,               0.006733
                    101,                0.80737,                 0.4448,                0.95123,                0.95669,                0.97252,                0.98317,                0.69559,                 1.1348,                 0.4775,                  1.153,                 0.0067,                 0.0067,                 0.0067
                    102,                 0.8075,                0.43526,                0.95142,                0.96618,                0.95793,                0.98169,                0.68651,                 1.1371,                 0.4801,                 1.1527,               0.006667,               0.006667,               0.006667
                    103,                0.79345,                0.43549,                0.94483,                0.96218,                0.95872,                0.98355,                0.69413,                 1.1213,                0.47807,                   1.15,               0.006634,               0.006634,               0.006634
                    104,                0.77298,                0.44184,                0.93442,                0.96675,                0.96171,                0.98261,                 0.6887,                 1.1375,                0.47165,                 1.1591,               0.006601,               0.006601,               0.006601
                    105,                 0.7912,                0.42806,                0.93239,                0.96969,                0.96744,                0.98608,                0.69453,                 1.1462,                0.47058,                 1.1628,               0.006568,               0.006568,               0.006568
                    106,                0.80147,                0.42922,                0.93168,                 0.9766,                0.95858,                0.99007,                0.69536,                 1.1456,                0.46604,                 1.1564,               0.006535,               0.006535,               0.006535
                    107,                0.79364,                0.43438,                0.94022,                 0.9624,                 0.9779,                0.98842,                0.69362,                 1.1731,                0.47002,                 1.1691,               0.006502,               0.006502,               0.006502
                    108,                0.78601,                0.44186,                0.93218,                0.95359,                0.98164,                0.98705,                0.68955,                  1.168,                0.46418,                 1.1717,               0.006469,               0.006469,               0.006469
